id,country_id,index,year
1023,136,56.3,2008
1024,136,53.1,2009
1025,136,50.0,2010
1026,136,50.0,2011
1027,136,50.0,2012
1028,136,50.0,2013
1029,136,50.0,2014
1030,136,50.0,2015
1031,136,50.0,2016
1032,136,50.0,2017
1033,18,50.0,2006
1034,18,50.0,2007
1035,18,50.0,2008
1036,18,50.0,2009
1037,18,50.0,2010
1038,18,62.5,2011
1039,18,62.5,2012
1040,18,56.3,2013
1041,18,56.3,2014
1042,18,56.3,2015
1043,18,56.3,2016
1044,18,56.3,2017
1045,16,56.3,2006
1046,16,59.4,2007
1047,16,62.5,2008
1048,16,62.5,2009
1049,16,62.5,2010
1050,16,62.5,2011
1051,16,62.5,2012
1052,16,62.5,2013
1053,16,62.5,2014
1054,16,62.5,2015
1055,16,62.5,2016
1056,16,62.5,2017
1057,194,87.5,2006
1058,194,87.5,2007
1059,194,87.5,2008
1060,194,87.5,2009
1061,194,87.5,2010
1062,194,87.5,2011
1063,194,87.5,2012
1064,194,87.5,2013
1065,194,87.5,2014
1066,194,87.5,2015
1067,194,87.5,2016
1068,194,87.5,2017
1069,103,37.5,2006
1070,103,37.5,2007
1071,103,37.5,2008
1072,103,40.6,2009
1073,103,43.8,2010
1074,103,43.8,2011
1075,103,43.8,2012
1076,103,43.8,2013
1077,103,43.8,2014
1078,103,43.8,2015
1079,103,37.5,2016
1080,103,37.5,2017
1081,109,68.8,2006
1082,109,62.5,2007
1083,109,56.3,2008
1084,109,59.4,2009
1085,109,62.5,2010
1086,109,56.3,2011
1087,109,56.3,2012
1088,109,56.3,2013
1089,109,56.3,2014
1090,109,56.3,2015
1091,109,56.3,2016
1092,109,56.3,2017
1093,197,43.8,2006
1094,197,50.0,2007
1095,197,56.3,2008
1096,197,56.3,2009
1097,197,56.3,2010
1098,197,56.3,2011
1099,197,62.5,2012
1100,197,62.5,2013
1101,197,62.5,2014
1102,197,62.5,2015
1103,197,62.5,2016
1104,197,62.5,2017
1105,49,75.0,2006
1106,49,75.0,2007
1107,49,75.0,2008
1108,49,68.8,2009
1109,49,62.5,2010
1110,49,62.5,2011
1111,49,62.5,2012
1112,49,62.5,2013
1113,49,62.5,2014
1114,49,62.5,2015
1115,49,62.5,2016
1116,49,62.5,2017
1117,143,56.3,2006
1118,143,56.3,2007
1119,143,56.3,2008
1120,143,56.3,2009
1121,143,56.3,2010
1122,143,56.3,2011
1123,143,31.3,2012
1124,143,62.5,2013
1125,143,62.5,2014
1126,143,62.5,2015
1127,143,62.5,2016
1128,143,62.5,2017
1129,52,87.5,2006
1130,52,87.5,2007
1131,52,87.5,2008
1132,52,87.5,2009
1133,52,87.5,2010
1134,52,87.5,2011
1135,52,87.5,2012
1136,52,87.5,2013
1137,52,87.5,2014
1138,52,87.5,2015
1139,52,87.5,2016
1140,52,87.5,2017
1141,110,31.3,2006
1142,110,34.4,2007
1143,110,37.5,2008
1144,110,34.4,2009
1145,110,31.3,2010
1146,110,31.3,2011
1147,110,31.3,2012
1148,110,31.3,2013
1149,110,31.3,2014
1150,110,31.3,2015
1151,110,31.3,2016
1152,110,31.3,2017
1153,175,81.3,2006
1154,175,81.3,2007
1155,175,81.3,2008
1156,175,81.3,2009
1157,175,81.3,2010
1158,175,81.3,2011
1159,175,87.5,2012
1160,175,87.5,2013
1161,175,87.5,2014
1162,175,87.5,2015
1163,175,87.5,2016
1164,175,87.5,2017
1165,11,50.0,2006
1166,11,50.0,2007
1167,11,50.0,2008
1168,11,50.0,2009
1169,11,50.0,2010
1170,11,50.0,2011
1171,11,50.0,2012
1172,11,50.0,2013
1173,11,50.0,2014
1174,11,43.8,2015
1175,11,43.8,2016
1176,11,43.8,2017
1177,186,50.0,2006
1178,186,50.0,2007
1179,186,50.0,2008
1180,186,40.6,2009
1181,186,31.3,2010
1182,186,43.8,2011
1183,186,43.8,2012
1184,186,43.8,2013
1185,186,43.8,2014
1186,186,43.8,2015
1187,186,43.8,2016
1188,186,43.8,2017
1189,126,56.3,2006
1190,126,56.3,2007
1191,126,56.3,2008
1192,126,56.3,2009
1193,126,56.3,2010
1194,126,50.0,2011
1195,126,50.0,2012
1196,126,50.0,2013
1197,126,50.0,2014
1198,126,50.0,2015
1199,126,50.0,2016
1200,126,50.0,2017
1201,21,56.3,2006
1202,21,56.3,2007
1203,21,56.3,2008
1204,21,53.1,2009
1205,21,50.0,2010
1206,21,43.8,2011
1207,21,43.8,2012
1208,21,43.8,2013
1209,21,43.8,2014
1210,21,43.8,2015
1211,21,43.8,2016
1212,21,43.8,2017
1213,23,56.3,2006
1214,23,56.3,2007
1215,23,56.3,2008
1216,23,53.1,2009
1217,23,50.0,2010
1218,23,43.8,2011
1219,23,50.0,2012
1220,23,50.0,2013
1221,23,50.0,2014
1222,23,56.3,2015
1223,23,56.3,2016
1224,23,56.3,2017
1225,178,68.8,2006
1226,178,65.7,2007
1227,178,62.5,2008
1228,178,59.4,2009
1229,178,56.3,2010
1230,178,56.3,2011
1231,178,56.3,2012
1232,178,56.3,2013
1233,178,56.3,2014
1234,178,56.3,2015
1235,178,50.0,2016
1236,178,50.0,2017
1237,112,56.3,2006
1238,112,56.3,2007
1239,112,56.3,2008
1240,112,56.3,2009
1241,112,56.3,2010
1242,112,56.3,2011
1243,112,56.3,2012
1244,112,56.3,2013
1245,112,56.3,2014
1246,112,68.8,2015
1247,112,68.8,2016
1248,112,56.3,2017
1249,127,87.5,2006
1250,127,78.2,2007
1251,127,68.8,2008
1252,127,62.5,2009
1253,127,56.3,2010
1254,127,56.3,2011
1255,127,56.3,2012
1256,127,56.3,2013
1257,127,56.3,2014
1258,127,56.3,2015
1259,127,56.3,2016
1260,127,56.3,2017
1261,51,56.3,2006
1262,51,59.4,2007
1263,51,62.5,2008
1264,51,59.4,2009
1265,51,56.3,2010
1266,51,56.3,2011
1267,51,43.8,2012
1268,51,56.3,2013
1269,51,56.3,2014
1270,51,56.3,2015
1271,51,56.3,2016
1272,51,56.3,2017
1273,27,100.0,2006
1274,27,100.0,2007
1275,27,100.0,2008
1276,27,90.7,2009
1277,27,81.3,2010
1278,27,81.3,2011
1279,27,81.3,2012
1280,27,81.3,2013
1281,27,81.3,2014
1282,27,81.3,2015
1283,27,81.3,2016
1284,27,81.3,2017
1285,99,81.3,2006
1286,99,81.3,2007
1287,99,81.3,2008
1288,99,81.3,2009
1289,99,81.3,2010
1290,99,81.3,2011
1291,99,81.3,2012
1292,99,81.3,2013
1293,99,81.3,2014
1294,99,81.3,2015
1295,99,81.3,2016
1296,99,81.3,2017
1297,60,37.5,2006
1298,60,43.8,2007
1299,60,50.0,2008
1300,60,53.1,2009
1301,60,56.3,2010
1302,60,56.3,2011
1303,60,56.3,2012
1304,60,56.3,2013
1305,60,56.3,2014
1306,60,56.3,2015
1307,60,56.3,2016
1308,60,56.3,2017
1309,94,37.5,2006
1310,94,37.5,2007
1311,94,37.5,2008
1312,94,37.5,2009
1313,94,37.5,2010
1314,94,43.8,2011
1315,94,43.8,2012
1316,94,43.8,2013
1317,94,43.8,2014
1318,94,43.8,2015
1319,94,43.8,2016
1320,94,43.8,2017
1321,101,43.8,2006
1322,101,43.8,2007
1323,101,43.8,2008
1324,101,37.5,2009
1325,101,31.3,2010
1326,101,31.3,2011
1327,101,31.3,2012
1328,101,31.3,2013
1329,101,31.3,2014
1330,101,50.0,2015
1331,101,43.8,2016
1332,101,37.5,2017
1333,189,12.5,2006
1334,189,12.5,2007
1335,189,12.5,2008
1336,189,12.5,2009
1337,189,12.5,2010
1338,189,12.5,2011
1339,189,12.5,2012
1340,189,12.5,2013
1341,189,12.5,2014
1342,189,12.5,2015
1343,189,12.5,2016
1344,189,12.5,2017
1345,107,81.3,2006
1346,107,84.4,2007
1347,107,87.5,2008
1348,107,90.7,2009
1349,107,93.8,2010
1350,107,93.8,2011
1351,107,100.0,2012
1352,107,100.0,2013
1353,107,100.0,2014
1354,107,100.0,2015
1355,107,100.0,2016
1356,107,100.0,2017
1357,10,50.0,2006
1358,10,50.0,2007
1359,10,50.0,2008
1360,10,46.9,2009
1361,10,43.8,2010
1362,10,43.8,2011
1363,10,43.8,2012
1364,10,43.8,2013
1365,10,43.8,2014
1366,10,43.8,2015
1367,10,43.8,2016
1368,10,43.8,2017
1369,148,43.8,2006
1370,148,43.8,2007
1371,148,43.8,2008
1372,148,43.8,2009
1373,148,43.8,2010
1374,148,43.8,2011
1375,148,43.8,2012
1376,148,37.5,2013
1377,148,37.5,2014
1378,148,25.0,2015
1379,148,25.0,2016
1380,148,25.0,2017
1381,98,68.8,2006
1382,98,65.7,2007
1383,98,62.5,2008
1384,98,53.1,2009
1385,98,43.8,2010
1386,98,43.8,2011
1387,98,43.8,2012
1388,98,43.8,2013
1389,98,43.8,2014
1390,98,43.8,2015
1391,98,43.8,2016
1392,98,43.8,2017
1393,9,56.3,2006
1394,9,56.3,2007
1395,9,56.3,2008
1396,9,53.1,2009
1397,9,50.0,2010
1398,9,50.0,2011
1399,9,50.0,2012
1400,9,50.0,2013
1401,9,50.0,2014
1402,9,50.0,2015
1403,9,50.0,2016
1404,9,50.0,2017
1405,149,62.5,2006
1406,149,62.5,2007
1407,149,62.5,2008
1408,149,62.5,2009
1409,149,62.5,2010
1410,149,62.5,2011
1411,149,62.5,2012
1412,149,62.5,2013
1413,149,56.3,2014
1414,149,56.3,2015
1415,149,56.3,2016
1416,149,56.3,2017
1417,164,43.8,2006
1418,164,43.8,2007
1419,164,43.8,2008
1420,164,43.8,2009
1421,164,43.8,2010
1422,164,43.8,2011
1423,164,43.8,2012
1424,164,43.8,2013
1425,164,43.8,2014
1426,164,43.8,2015
1427,164,43.8,2016
1428,164,43.8,2017
1429,50,50.0,2006
1430,50,50.0,2007
1431,50,50.0,2008
1432,50,50.0,2009
1433,50,50.0,2010
1434,50,50.0,2011
1435,50,43.8,2012
1436,50,50.0,2013
1437,50,50.0,2014
1438,50,43.8,2015
1439,50,43.8,2016
1440,50,50.0,2017
1441,130,37.5,2006
1442,130,34.4,2007
1443,130,31.3,2008
1444,130,31.3,2009
1445,130,31.3,2010
1446,130,31.3,2011
1447,130,31.3,2012
1448,130,31.3,2013
1449,130,43.8,2014
1450,130,43.8,2015
1451,130,43.8,2016
1452,130,43.8,2017
1453,134,56.3,2006
1454,134,56.3,2007
1455,134,56.3,2008
1456,134,50.0,2009
1457,134,43.8,2010
1458,134,43.8,2011
1459,134,43.8,2012
1460,134,43.8,2013
1461,134,62.5,2014
1462,134,43.8,2015
1463,134,43.8,2016
1464,134,43.8,2017
1465,142,75.0,2006
1466,142,75.0,2007
1467,142,75.0,2008
1468,142,75.0,2009
1469,142,75.0,2010
1470,142,75.0,2011
1471,142,75.0,2012
1472,142,68.8,2013
1473,142,68.8,2014
1474,142,68.8,2015
1475,142,68.8,2016
1476,142,68.8,2017
1477,41,50.0,2006
1478,41,46.9,2007
1479,41,43.8,2008
1480,41,50.0,2009
1481,41,56.3,2010
1482,41,56.3,2011
1483,41,56.3,2012
1484,41,56.3,2013
1485,41,56.3,2014
1486,41,56.3,2015
1487,41,56.3,2016
1488,41,56.3,2017
1489,152,50.0,2006
1490,152,50.0,2007
1491,152,50.0,2008
1492,152,43.8,2009
1493,152,37.5,2010
1494,152,43.8,2011
1495,152,43.8,2012
1496,152,43.8,2013
1497,152,50.0,2014
1498,152,50.0,2015
1499,152,50.0,2016
1500,152,43.8,2017
1501,184,37.5,2006
1502,184,37.5,2007
1503,184,37.5,2008
1504,184,34.4,2009
1505,184,31.3,2010
1506,184,31.3,2011
1507,184,25.0,2012
1508,184,25.0,2013
1509,184,25.0,2014
1510,184,25.0,2015
1511,184,25.0,2016
1512,184,25.0,2017
1513,105,50.0,2006
1514,105,50.0,2007
1515,105,50.0,2008
1516,105,50.0,2009
1517,105,50.0,2010
1518,105,50.0,2011
1519,105,50.0,2012
1520,105,50.0,2013
1521,105,43.8,2014
1522,105,43.8,2015
1523,105,43.8,2016
1524,105,43.8,2017
1525,137,43.8,2006
1526,137,40.6,2007
1527,137,37.5,2008
1528,137,37.5,2009
1529,137,37.5,2010
1530,137,31.3,2011
1531,137,31.3,2012
1532,137,31.3,2013
1533,137,31.3,2014
1534,137,31.3,2015
1535,137,31.3,2016
1536,137,31.3,2017
1537,129,56.3,2006
1538,129,56.3,2007
1539,129,56.3,2008
1540,129,53.1,2009
1541,129,50.0,2010
1542,129,56.3,2011
1543,129,56.3,2012
1544,129,56.3,2013
1545,129,56.3,2014
1546,129,56.3,2015
1547,129,62.5,2016
1548,129,62.5,2017
1549,208,56.3,2006
1550,208,56.3,2007
1551,208,56.3,2008
1552,208,50.0,2009
1553,208,43.8,2010
1554,208,43.8,2011
1555,208,43.8,2012
1556,208,50.0,2013
1557,208,50.0,2014
1558,208,50.0,2015
1559,208,50.0,2016
1560,208,50.0,2017
1561,59,37.5,2006
1562,59,43.8,2007
1563,59,50.0,2008
1564,59,53.1,2009
1565,59,56.3,2010
1566,59,56.3,2011
1567,59,62.5,2012
1568,59,62.5,2013
1569,59,62.5,2014
1570,59,62.5,2015
1571,59,62.5,2016
1572,59,62.5,2017
1573,172,75.0,2006
1574,172,75.0,2007
1575,172,75.0,2008
1576,172,75.0,2009
1577,172,75.0,2010
1578,172,75.0,2011
1579,172,68.8,2012
1580,172,68.8,2013
1581,172,62.5,2014
1582,172,62.5,2015
1583,172,62.5,2016
1584,172,62.5,2017
1585,35,50.0,2006
1586,35,50.0,2007
1587,35,50.0,2008
1588,35,50.0,2009
1589,35,50.0,2010
1590,35,50.0,2011
1591,35,50.0,2012
1592,35,50.0,2013
1593,35,50.0,2014
1594,35,50.0,2015
1595,35,56.3,2016
1596,35,56.3,2017
1597,46,68.8,2006
1598,46,68.8,2007
1599,46,68.8,2008
1600,46,65.7,2009
1601,46,62.5,2010
1602,46,62.5,2011
1603,46,62.5,2012
1604,46,62.5,2013
1605,46,56.3,2014
1606,46,56.3,2015
1607,46,56.3,2016
1608,46,62.5,2017
1609,163,68.8,2006
1610,163,68.8,2007
1611,163,68.8,2008
1612,163,65.7,2009
1613,163,62.5,2010
1614,163,62.5,2011
1615,163,62.5,2012
1616,163,62.5,2013
1617,163,62.5,2014
1618,163,50.0,2015
1619,163,50.0,2016
1620,163,50.0,2017
1621,131,75.0,2006
1622,131,75.0,2007
1623,131,75.0,2008
1624,131,75.0,2009
1625,131,75.0,2010
1626,131,75.0,2011
1627,131,75.0,2012
1628,131,75.0,2013
1629,131,75.0,2014
1630,131,75.0,2015
1631,131,75.0,2016
1632,131,75.0,2017
1633,104,87.5,2006
1634,104,87.5,2007
1635,104,87.5,2008
1636,104,81.3,2009
1637,104,75.0,2010
1638,104,75.0,2011
1639,104,75.0,2012
1640,104,75.0,2013
1641,104,68.8,2014
1642,104,81.3,2015
1643,104,81.3,2016
1644,104,75.0,2017
1645,202,75.0,2006
1646,202,75.0,2007
1647,202,75.0,2008
1648,202,71.9,2009
1649,202,68.8,2010
1650,202,68.8,2011
1651,202,68.8,2012
1652,202,68.8,2013
1653,202,68.8,2014
1654,202,68.8,2015
1655,202,68.8,2016
1656,202,62.5,2017
1657,95,50.0,2006
1658,95,50.0,2007
1659,95,50.0,2008
1660,95,50.0,2009
1661,95,50.0,2010
1662,95,50.0,2011
1663,95,50.0,2012
1664,95,50.0,2013
1665,95,50.0,2014
1666,95,50.0,2015
1667,95,50.0,2016
1668,95,50.0,2017
1669,93,50.0,2006
1670,93,50.0,2007
1671,93,50.0,2008
1672,93,50.0,2009
1673,93,50.0,2010
1674,93,50.0,2011
1675,93,50.0,2012
1676,93,50.0,2013
1677,93,50.0,2014
1678,93,50.0,2015
1679,93,50.0,2016
1680,93,50.0,2017
1681,69,31.3,2006
1682,69,37.5,2007
1683,69,43.8,2008
1684,69,43.8,2009
1685,69,43.8,2010
1686,69,56.3,2011
1687,69,56.3,2012
1688,69,56.3,2013
1689,69,56.3,2014
1690,69,56.3,2015
1691,69,56.3,2016
1692,69,56.3,2017
1693,174,93.8,2006
1694,174,93.8,2007
1695,174,93.8,2008
1696,174,93.8,2009
1697,174,93.8,2010
1698,174,93.8,2011
1699,174,100.0,2012
1700,174,100.0,2013
1701,174,100.0,2014
1702,174,100.0,2015
1703,174,100.0,2016
1704,174,100.0,2017
1705,150,87.5,2006
1706,150,90.7,2007
1707,150,93.8,2008
1708,150,93.8,2009
1709,150,93.8,2010
1710,150,93.8,2011
1711,150,93.8,2012
1712,150,93.8,2013
1713,150,93.8,2014
1714,150,93.8,2015
1715,150,93.8,2016
1716,150,93.8,2017
1717,153,68.8,2006
1718,153,62.5,2007
1719,153,56.3,2008
1720,153,56.3,2009
1721,153,56.3,2010
1722,153,56.3,2011
1723,153,50.0,2012
1724,153,56.3,2013
1725,153,50.0,2014
1726,153,43.8,2015
1727,153,43.8,2016
1728,153,43.8,2017
1729,119,62.5,2006
1730,119,62.5,2007
1731,119,62.5,2008
1732,119,62.5,2009
1733,119,62.5,2010
1734,119,62.5,2011
1735,119,62.5,2012
1736,119,62.5,2013
1737,119,62.5,2014
1738,119,62.5,2015
1739,119,62.5,2016
1740,119,62.5,2017
1741,151,56.3,2006
1742,151,56.3,2007
1743,151,56.3,2008
1744,151,56.3,2009
1745,151,56.3,2010
1746,151,56.3,2011
1747,151,56.3,2012
1748,151,56.3,2013
1749,151,56.3,2014
1750,151,56.3,2015
1751,151,62.5,2016
1752,151,56.3,2017
1753,26,56.3,2006
1754,26,62.5,2007
1755,26,68.8,2008
1756,26,65.7,2009
1757,26,62.5,2010
1758,26,62.5,2011
1759,26,62.5,2012
1760,26,50.0,2013
1761,26,50.0,2014
1762,26,50.0,2015
1763,26,50.0,2016
1764,26,50.0,2017
1765,168,62.5,2006
1766,168,65.7,2007
1767,168,68.8,2008
1768,168,68.8,2009
1769,168,68.8,2010
1770,168,68.8,2011
1771,168,68.8,2012
1772,168,68.8,2013
1773,168,68.8,2014
1774,168,68.8,2015
1775,168,68.8,2016
1776,168,68.8,2017
1777,13,56.3,2006
1778,13,50.0,2007
1779,13,43.8,2008
1780,13,46.9,2009
1781,13,50.0,2010
1782,13,50.0,2011
1783,13,50.0,2012
1784,13,50.0,2013
1785,13,50.0,2014
1786,13,50.0,2015
1787,13,50.0,2016
1788,13,50.0,2017
1789,45,56.3,2006
1790,45,56.3,2007
1791,45,56.3,2008
1792,45,53.1,2009
1793,45,50.0,2010
1794,45,50.0,2011
1795,45,50.0,2012
1796,45,50.0,2013
1797,45,50.0,2014
1798,45,50.0,2015
1799,45,50.0,2016
1800,45,50.0,2017
1801,48,68.8,2006
1802,48,62.5,2007
1803,48,56.3,2008
1804,48,56.3,2009
1805,48,56.3,2010
1806,48,62.5,2011
1807,48,62.5,2012
1808,48,62.5,2013
1809,48,62.5,2014
1810,48,68.8,2015
1811,48,62.5,2016
1812,48,62.5,2017
1813,113,37.5,2006
1814,113,43.8,2007
1815,113,50.0,2008
1816,113,50.0,2009
1817,113,50.0,2010
1818,113,50.0,2011
1819,113,50.0,2012
1820,113,50.0,2013
1821,113,56.3,2014
1822,113,56.3,2015
1823,113,56.3,2016
1824,113,56.3,2017
1825,158,50.0,2006
1826,158,50.0,2007
1827,158,50.0,2008
1828,158,50.0,2009
1829,158,50.0,2010
1830,158,50.0,2011
1831,158,50.0,2012
1832,158,50.0,2013
1833,158,50.0,2014
1834,158,50.0,2015
1835,158,50.0,2016
1836,158,50.0,2017
1837,156,62.5,2006
1838,156,62.5,2007
1839,156,62.5,2008
1840,156,59.4,2009
1841,156,56.3,2010
1842,156,62.5,2011
1843,156,62.5,2012
1844,156,62.5,2013
1845,156,62.5,2014
1846,156,62.5,2015
1847,156,68.8,2016
1848,156,68.8,2017
1849,145,56.3,2006
1850,145,59.4,2007
1851,145,62.5,2008
1852,145,53.1,2009
1853,145,43.8,2010
1854,145,43.8,2011
1855,145,43.8,2012
1856,145,43.8,2013
1857,145,50.0,2014
1858,145,50.0,2015
1859,145,50.0,2016
1860,145,62.5,2017
1861,162,50.0,2006
1862,162,50.0,2007
1863,162,50.0,2008
1864,162,50.0,2009
1865,162,50.0,2010
1866,162,50.0,2011
1867,162,50.0,2012
1868,162,50.0,2013
1869,162,50.0,2014
1870,162,50.0,2015
1871,162,50.0,2016
1872,162,50.0,2017
1873,7,81.3,2006
1874,7,84.4,2007
1875,7,87.5,2008
1876,7,84.4,2009
1877,7,81.3,2010
1878,7,81.3,2011
1879,7,87.5,2012
1880,7,87.5,2013
1881,7,87.5,2014
1882,7,87.5,2015
1883,7,87.5,2016
1884,7,81.3,2017
1885,117,87.5,2006
1886,117,87.5,2007
1887,117,87.5,2008
1888,117,84.4,2009
1889,117,81.3,2010
1890,117,81.3,2011
1891,117,81.3,2012
1892,117,81.3,2013
1893,117,81.3,2014
1894,117,81.3,2015
1895,117,81.3,2016
1896,117,81.3,2017
1897,30,68.8,2006
1898,30,71.9,2007
1899,30,75.0,2008
1900,30,75.0,2009
1901,30,75.0,2010
1902,30,75.0,2011
1903,30,75.0,2012
1904,30,75.0,2013
1905,30,75.0,2014
1906,30,75.0,2015
1907,30,75.0,2016
1908,30,75.0,2017
1909,81,50.0,2006
1910,81,50.0,2007
1911,81,50.0,2008
1912,81,50.0,2009
1913,81,50.0,2010
1914,81,50.0,2011
1915,81,43.8,2012
1916,81,43.8,2013
1917,81,62.5,2014
1918,81,50.0,2015
1919,81,50.0,2016
1920,81,50.0,2017
1921,6,50.0,2006
1922,6,46.9,2007
1923,6,43.8,2008
1924,6,43.8,2009
1925,6,43.8,2010
1926,6,43.8,2011
1927,6,43.8,2012
1928,6,43.8,2013
1929,6,43.8,2014
1930,6,43.8,2015
1931,6,43.8,2016
1932,6,43.8,2017
1933,128,43.8,2006
1934,128,43.8,2007
1935,128,43.8,2008
1936,128,50.0,2009
1937,128,56.3,2010
1938,128,62.5,2011
1939,128,62.5,2012
1940,128,68.8,2013
1941,128,68.8,2014
1942,128,68.8,2015
1943,128,68.8,2016
1944,128,56.3,2017
1945,170,43.8,2006
1946,170,46.9,2007
1947,170,50.0,2008
1948,170,50.0,2009
1949,170,50.0,2010
1950,170,50.0,2011
1951,170,50.0,2012
1952,170,50.0,2013
1953,170,50.0,2014
1954,170,50.0,2015
1955,170,50.0,2016
1956,170,50.0,2017
1957,77,62.5,2006
1958,77,62.5,2007
1959,77,62.5,2008
1960,77,59.4,2009
1961,77,56.3,2010
1962,77,62.5,2011
1963,77,62.5,2012
1964,77,62.5,2013
1965,77,68.8,2014
1966,77,68.8,2015
1967,77,68.8,2016
1968,77,68.8,2017
1969,102,56.3,2006
1970,102,56.3,2007
1971,102,56.3,2008
1972,102,56.3,2009
1973,102,56.3,2010
1974,102,50.0,2011
1975,102,50.0,2012
1976,102,50.0,2013
1977,102,50.0,2014
1978,102,56.3,2015
1979,102,56.3,2016
1980,102,56.3,2017
